case,problem,cores,original_singlecore,common6_time,ours_time,team13_time,ours_copy,team13_copy,union_time,union_copy,chosen,time_winner,common6_speedup,ours_speedup,team13_speedup,union_speedup,union_vs_team_pct,team_vs_ours_pct,ours_plan,ours_plan_base,team13_plan,ours_source,status
case_002,1,5,261945,78244,64296,78244,2165760,2165760,64296,2165760,ours,ours,3.347796636163795,4.074048152295632,3.347796636163795,4.074048152295632,17.82628699964215,-21.693417942018158,A题研究/直接迭代/闭环验证_20260925/精选方案/case_002_p1_n5.json,repository,方案/p1/n5/case_002_multicore_res.json,my_runs/iterative_holdout_b8_v1/case_002/n5/iterative/summary.json,ledger comparison; union not independently replayed
case_074,1,2,1682239,826889,826300,826889,7245824,6168576,826300,7245824,ours,ours,2.034419371886674,2.0358695389083867,2.034419371886674,2.0358695389083867,0.07123084235005628,-0.07128161684617496,A题研究/直接迭代/闭环验证_20260925/精选方案/case_074_p1_n2.json,repository,方案/p1/n2/case_074_multicore_res.json,my_runs/iterative_holdout_b8_v1/case_074/n2/single/summary.json,ledger comparison; union not independently replayed
case_074,1,4,1682239,423479,414388,423479,8101888,8101888,414388,8101888,ours,ours,3.9724260234864066,4.059574601581127,3.9724260234864066,4.059574601581127,2.146741632997151,-2.193837659391673,A题研究/直接迭代/闭环验证_20260925/精选方案/case_074_p1_n4.json,repository,方案/p1/n4/case_074_multicore_res.json,my_runs/iterative_holdout_b8_v1/case_074/n4/iterative/summary.json,ledger comparison; union not independently replayed
case_076,1,1,6185113,6433423,6122549,6433423,50593792,74277888,6122549,50593792,ours,ours,0.9614031286299688,1.0102186197284824,0.9614031286299688,1.0102186197284824,4.83217099202089,-5.07752571682154,新增精选方案/p1/n1/case_076_multicore_res.json,delivery,方案/p1/n1/case_076_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_076,1,2,6185113,3218778,3063226,3218778,50492416,74277888,3063226,50492416,ours,ours,1.9215717890454078,2.0191500725052607,1.9215717890454078,2.0191500725052607,4.832641455856845,-5.078045171985357,新增精选方案/p1/n2/case_076_multicore_res.json,delivery,方案/p1/n2/case_076_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_076,1,3,6185113,2148577,2047233,2148577,51227648,74277888,2047233,51227648,ours,ours,2.878702043259329,3.021206184151975,2.878702043259329,3.021206184151975,4.716796279584113,-4.950291442156307,新增精选方案/p1/n3/case_076_multicore_res.json,delivery,方案/p1/n3/case_076_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_076,1,4,6185113,1612294,1535415,1612294,52128768,74277888,1535415,52128768,ours,ours,3.83621907666964,4.028300492049381,3.83621907666964,4.028300492049381,4.768299081929229,-5.007050211180686,新增精选方案/p1/n4/case_076_multicore_res.json,delivery,方案/p1/n4/case_076_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_076,3,1,6185113,6183098,6126965,6183098,16629760,28280832,6126965,16629760,ours,ours,1.0003258884138664,1.0094905063110367,1.0003258884138664,1.0094905063110367,0.9078458727324046,-0.9161632227375316,新增精选方案/p3/n1/case_076_multicore_res.json,delivery,方案/p3/n1/case_076_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_076,3,5,6185113,1229998,1223447,1225408,18843648,38180864,1223447,18843648,ours,ours,5.028555330984278,5.055480948500425,5.047390746592155,5.055480948500425,0.16002833342038114,-0.1602848345698682,新增精选方案/p3/n5/case_076_multicore_res.json,delivery,方案/p3/n5/case_076_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_077,1,5,495320,119429,119125,119429,1463442,401408,119125,1463442,ours,ours,4.14740138492326,4.157985309548793,4.14740138492326,4.157985309548793,0.25454454110810376,-0.25519412381951323,新增精选方案/p1/n5/case_077_multicore_res.json,delivery,方案/p1/n5/case_077_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_077,3,5,495320,114545,109574,110038,172032,172032,109574,172032,ours,ours,4.324239381902309,4.520415427017358,4.501354077682255,4.520415427017358,0.4216725131318322,-0.42345811962691826,新增精选方案/p3/n5/case_077_multicore_res.json,delivery,方案/p3/n5/case_077_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_078,1,5,2296143,619540,553407,619540,15862656,15039360,553407,15862656,ours,ours,3.706206217516222,4.149103643430603,3.706206217516222,4.149103643430603,10.674532717822904,-11.950156033443736,新增精选方案/p1/n5/case_078_multicore_res.json,delivery,方案/p1/n5/case_078_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_078,2,5,2296143,488618,469283,488618,11867136,14085120,469283,11867136,ours,ours,4.699259953583372,4.892874875075381,4.699259953583372,4.892874875075381,3.957078945106407,-4.120115154395099,新增精选方案/p2/n5/case_078_multicore_res.json,delivery,方案/p2/n5/case_078_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_078,3,5,2296143,459213,454208,459213,11867136,13757952,454208,11867136,ours,ours,5.000169855818542,5.055267630689023,5.000169855818542,5.055267630689023,1.0899081689760504,-1.101918063970686,新增精选方案/p3/n5/case_078_multicore_res.json,delivery,方案/p3/n5/case_078_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_079,3,5,31052251,6007100,5992556,6001928,39710720,38426624,5992556,39710720,ours,ours,5.169258211116845,5.181804058234917,5.173712680325389,5.181804058234917,0.15614982385659948,-0.15639403286344944,新增精选方案/p3/n5/case_079_multicore_res.json,delivery,方案/p3/n5/case_079_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_080,3,5,292138,75051,74411,75051,4255744,2109440,74411,4255744,ours,ours,3.892526415370881,3.92600556369354,3.892526415370881,3.92600556369354,0.8527534609798715,-0.860087890231287,新增精选方案/p3/n5/case_080_multicore_res.json,delivery,方案/p3/n5/case_080_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_082,1,5,721041,386894,356186,386894,6760886,2689236,356186,6760886,ours,ours,1.8636655001111415,2.0243384074612703,1.8636655001111415,2.0243384074612703,7.937057695389438,-8.621338289545344,新增精选方案/p1/n5/case_082_multicore_res.json,delivery,方案/p1/n5/case_082_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_087,1,2,3974071,1987606,1973521,1987606,18718080,10142208,1973521,18718080,ours,ours,1.999425942566082,2.0136958258868285,1.999425942566082,2.0136958258868285,0.7086414510723005,-0.7136990181508152,新增精选方案/p1/n2/case_087_multicore_res.json,delivery,方案/p1/n2/case_087_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_087,2,3,3974071,1366372,1322596,1366372,10114560,7497216,1322596,10114560,ours,ours,2.908483926778359,3.0047505058233956,2.908483926778359,3.0047505058233956,3.2038127244996217,-3.3098542563261946,新增精选方案/p2/n3/case_087_multicore_res.json,delivery,方案/p2/n3/case_087_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_087,2,4,3974071,1034680,1003734,1034680,11796480,7437312,1003734,11796480,ours,ours,3.8408696408551437,3.959287022258885,3.8408696408551437,3.959287022258885,2.9908764062318793,-3.08308775034023,新增精选方案/p2/n4/case_087_multicore_res.json,delivery,方案/p2/n4/case_087_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_087,3,1,3974071,3969779,3961605,3969779,7736832,7902720,3961605,7736832,ours,ours,1.0010811684982968,1.0031467044291391,1.0010811684982968,1.0031467044291391,0.20590566880422934,-0.20633051503116118,新增精选方案/p3/n1/case_087_multicore_res.json,delivery,方案/p3/n1/case_087_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_087,3,2,3974071,1972406,1955672,1972406,6216192,6578688,1955672,6216192,ours,ours,2.0148341670021286,2.0320743969336372,2.0148341670021286,2.0320743969336372,0.8484054499935612,-0.8556649581320297,新增精选方案/p3/n2/case_087_multicore_res.json,delivery,方案/p3/n2/case_087_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_087,3,3,3974071,1366359,1335295,1366359,10985472,7497216,1335295,10985472,ours,ours,2.908511599074621,2.9761745531886215,2.908511599074621,2.9761745531886215,2.2734874216805423,-2.3263773173718194,新增精选方案/p3/n3/case_087_multicore_res.json,delivery,方案/p3/n3/case_087_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_087,3,4,3974071,1034661,1022400,1034661,13086720,7437312,1022400,13086720,ours,ours,3.8409401726749146,3.887002151799687,3.8409401726749146,3.887002151799687,1.1850258200511998,-1.1992370892018878,新增精选方案/p3/n4/case_087_multicore_res.json,delivery,方案/p3/n4/case_087_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_089,2,5,693092,140432,139679,140432,954880,4102400,139679,954880,ours,ours,4.935427822718469,4.962034378825736,4.935427822718469,4.962034378825736,0.5362025749117039,-0.5390932065664877,新增精选方案/p2/n5/case_089_multicore_res.json,delivery,方案/p2/n5/case_089_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_090,1,5,1178363,494219,467065,494219,22536552,24269112,467065,22536552,ours,ours,2.384293197954753,2.52291008746106,2.384293197954753,2.52291008746106,5.494325390161037,-5.8137518332566085,新增精选方案/p1/n5/case_090_multicore_res.json,delivery,方案/p1/n5/case_090_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_091,1,1,9186769,9265852,9081554,9265852,63131456,111883264,9081554,63131456,ours,ours,0.9914651129761192,1.0115855722489786,0.9914651129761192,1.0115855722489786,1.9890021986105566,-2.029366339725569,新增精选方案/p1/n1/case_091_multicore_res.json,delivery,方案/p1/n1/case_091_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_091,1,2,9186769,4634582,4553097,4634582,65804096,111883264,4553097,65804096,ours,ours,1.982221697663349,2.017696745753495,1.982221697663349,2.017696745753495,1.7581952374561505,-1.7896609714223022,新增精选方案/p1/n2/case_091_multicore_res.json,delivery,方案/p1/n2/case_091_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_091,1,3,9186769,3101467,3051053,3101467,68833088,60050240,3051053,68833088,ours,ours,2.962072141989581,3.0110158689475406,2.962072141989581,3.0110158689475406,1.625488841248346,-1.6523475665614518,新增精选方案/p1/n3/case_091_multicore_res.json,delivery,方案/p1/n3/case_091_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_091,1,4,9186769,2315897,2308294,2315897,70513824,69360288,2308294,70513824,ours,ours,3.9668296992482825,3.9798955419023745,3.9668296992482825,3.9798955419023745,0.32829612025059296,-0.3293774536519134,新增精选方案/p1/n4/case_091_multicore_res.json,delivery,方案/p1/n4/case_091_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_091,2,1,9186769,9186769,9141689,9186769,38633088,53947008,9141689,38633088,ours,ours,1.0,1.0049312550448828,1.0,1.0049312550448828,0.49070570948284153,-0.49312550448827874,新增精选方案/p2/n1/case_091_multicore_res.json,delivery,方案/p2/n1/case_091_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_091,2,2,9186769,4553404,4546046,4553404,52254688,53119456,4546046,52254688,ours,ours,2.017560708428244,2.0208262300909405,2.017560708428244,2.0208262300909405,0.16159339254764316,-0.16185493943527973,新增精选方案/p2/n2/case_091_multicore_res.json,delivery,方案/p2/n2/case_091_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_096,3,5,84194,24072,21779,24072,235312,764004,21779,235312,ours,ours,3.497590561648388,3.8658340603333485,3.497590561648388,3.8658340603333485,9.525589896975738,-10.528490747968222,新增精选方案/p3/n5/case_096_multicore_res.json,delivery,方案/p3/n5/case_096_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_098,1,5,177430,89756,82199,89756,1028624,0,82199,1028624,ours,ours,1.9768037791345425,2.1585420747211037,1.9768037791345425,2.1585420747211037,8.419492847274835,-9.193542500517049,新增精选方案/p1/n5/case_098_multicore_res.json,delivery,方案/p1/n5/case_098_multicore_res.json,unified_v2_best_known_replayed,ledger comparison; union not independently replayed
case_100,1,5,151223,57811,57811,57811,0,55296,57811,0,ours,tie,2.6158170590372074,2.6158170590372074,2.6158170590372074,2.6158170590372074,0.0,0.0,A题研究/直接迭代/联合推进成果_20260925/方案/case_100_p1_n5.json,repository,方案/p1/n5/case_100_multicore_res.json,previous_joint_delivery,ledger comparison; union not independently replayed
