case,problem,method,call,family,parent_record,parent_span,best_before,alternative_parent,strictly_worse_parent,status,time_improved,span
case_031,2,local_legacy,8,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_031/p2_n5/local_legacy/evaluations/attempts/20260925T192331-9ff92f3dd0f74b6fbfa28bc9dbf945d6/record.json,277319,277319,False,False,success,False,380961
case_031,2,local_legacy,9,structure,,,277319,False,False,success,False,312382
case_031,2,local_legacy,10,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_031/p2_n5/local_legacy/evaluations/attempts/20260925T192331-9ff92f3dd0f74b6fbfa28bc9dbf945d6/record.json,277319,277319,False,False,success,False,285034
case_031,2,local_legacy,11,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_031/p2_n5/local_legacy/evaluations/attempts/20260925T192331-9ff92f3dd0f74b6fbfa28bc9dbf945d6/record.json,277319,277319,False,False,success,False,310137
case_031,2,local_legacy,12,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_031/p2_n5/local_legacy/evaluations/attempts/20260925T192331-9ff92f3dd0f74b6fbfa28bc9dbf945d6/record.json,277319,277319,False,False,success,False,277763
case_031,2,budget_beam,7,structure,,,277319,False,False,success,False,312382
case_031,2,budget_beam,8,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_031/p2_n5/budget_beam/evaluations/attempts/20260925T192331-2673dbadac044327b286c18c313a8087/record.json,277319,277319,False,False,success,False,278639
case_031,2,budget_beam,9,data,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_031/p2_n5/budget_beam/evaluations/attempts/20260925T192338-533290755017441fbd7289b2cf8b7663/record.json,278639,277319,True,True,success,False,278691
case_031,2,budget_beam,10,structure,,,277319,False,False,success,False,306480
case_031,2,budget_beam,11,region,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_031/p2_n5/budget_beam/evaluations/attempts/20260925T192343-bf41f5702baf42aea1d1a396230dd010/record.json,278691,277319,True,True,success,False,278691
case_031,2,budget_beam,12,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_031/p2_n5/budget_beam/evaluations/attempts/20260925T192331-2673dbadac044327b286c18c313a8087/record.json,277319,277319,False,False,success,False,380961
case_083,2,local_legacy,7,structure_pair,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_083/p2_n5/local_legacy/evaluations/attempts/20260925T192342-2d1dcab544a04392b9dbbc87caf24ddc/record.json,442480,309183,True,True,success,True,184594
case_083,2,local_legacy,8,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_083/p2_n5/local_legacy/evaluations/attempts/20260925T192346-7adad5b550794948b8e41e6bb2442b4e/record.json,184594,184594,False,False,success,False,338352
case_083,2,local_legacy,9,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_083/p2_n5/local_legacy/evaluations/attempts/20260925T192346-7adad5b550794948b8e41e6bb2442b4e/record.json,184594,184594,False,False,success,False,185285
case_083,2,local_legacy,10,structure,,,184594,False,False,success,False,442480
case_083,2,local_legacy,11,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_083/p2_n5/local_legacy/evaluations/attempts/20260925T192346-7adad5b550794948b8e41e6bb2442b4e/record.json,184594,184594,False,False,success,False,335284
case_083,2,local_legacy,12,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_083/p2_n5/local_legacy/evaluations/attempts/20260925T192346-7adad5b550794948b8e41e6bb2442b4e/record.json,184594,184594,False,False,success,False,442480
case_083,2,budget_greedy,7,structure_pair,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_083/p2_n5/budget_greedy/evaluations/attempts/20260925T192347-59b2447460134a4f82248ecf42ad5840/record.json,442480,309183,True,True,success,True,184594
case_083,2,budget_greedy,8,structure,,,184594,False,False,success,False,442480
case_083,2,budget_greedy,9,legacy,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_083/p2_n5/budget_greedy/evaluations/attempts/20260925T192350-f55ada83f20646938a7068b8829cbac8/record.json,184594,184594,False,False,success,False,338352
case_083,2,budget_greedy,10,data,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_083/p2_n5/budget_greedy/evaluations/attempts/20260925T192350-f55ada83f20646938a7068b8829cbac8/record.json,184594,184594,False,False,success,False,184594
case_083,2,budget_greedy,11,structure,,,184594,False,False,success,False,450029
case_083,2,budget_greedy,12,region,/Users/liyu/Desktop/中文题目/A题研究/直接迭代/运行结果/端到端第十三轮P23开发_v1/slots/case_083/p2_n5/budget_greedy/evaluations/attempts/20260925T192350-f55ada83f20646938a7068b8829cbac8/record.json,184594,184594,False,False,success,True,183856
