file,bytes,role,functions_or_fields,paper_location,usage_boundary
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_054_multicore_res.json,281975,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_055_multicore_res.json,11433,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_056_multicore_res.json,127321,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_057_multicore_res.json,10222,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_058_multicore_res.json,300388,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_059_multicore_res.json,26676,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_060_multicore_res.json,86593,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_061_multicore_res.json,16436,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_062_multicore_res.json,258160,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_063_multicore_res.json,122066,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_064_multicore_res.json,11165,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_065_multicore_res.json,6615,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_066_multicore_res.json,98149,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_067_multicore_res.json,146510,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_068_multicore_res.json,74138,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_069_multicore_res.json,14350,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_070_multicore_res.json,17625,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_071_multicore_res.json,10141,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_072_multicore_res.json,330576,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_073_multicore_res.json,77414,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_074_multicore_res.json,58867,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_075_multicore_res.json,122799,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_076_multicore_res.json,618317,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_077_multicore_res.json,73113,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_078_multicore_res.json,14258,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_079_multicore_res.json,343354,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_080_multicore_res.json,15777,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_081_multicore_res.json,30505,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_082_multicore_res.json,66728,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_083_multicore_res.json,62190,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_084_multicore_res.json,78824,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_085_multicore_res.json,361695,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_086_multicore_res.json,86467,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_087_multicore_res.json,518661,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_088_multicore_res.json,44173,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_089_multicore_res.json,83890,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_090_multicore_res.json,25138,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_091_multicore_res.json,599076,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_092_multicore_res.json,319133,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_093_multicore_res.json,7494,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_094_multicore_res.json,9060,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_095_multicore_res.json,32592,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_096_multicore_res.json,17784,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_097_multicore_res.json,109728,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_098_multicore_res.json,20561,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_099_multicore_res.json,104113,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/方案/p3/n5/case_100_multicore_res.json,13259,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第三轮成果/第三轮结果.md,7816,题意、方法、实验结论、协议或复现说明：第三轮：P1任务粒度优化与同预算对照,,附录D：研究过程与追溯,按标题定位；历史计划不表示已完成
A题研究/直接迭代/第九轮实验方案.md,4449,题意、方法、实验结论、协议或复现说明：第九轮：用当前官方轨迹分配后续搜索预算,,附录D：研究过程与追溯,按标题定位；历史计划不表示已完成
A题研究/直接迭代/第九轮成果/P23轨迹开发_v1调试记录.json,28085,实验协议、方案或结构化结果记录,,附录D：研究过程与追溯,以实际字段和同目录说明为准；绝对路径为历史来源
A题研究/直接迭代/第九轮成果/P23轨迹验证_v1调试记录.json,3231,实验协议、方案或结构化结果记录,,附录D：研究过程与追溯,以实际字段和同目录说明为准；绝对路径为历史来源
A题研究/直接迭代/第九轮成果/summary.json,3394,实验协议、方案或结构化结果记录,,附录D：研究过程与追溯,以实际字段和同目录说明为准；绝对路径为历史来源
A题研究/直接迭代/第九轮成果/三核扩展批次记录.json,2475,实验协议、方案或结构化结果记录,,附录D：研究过程与追溯,以实际字段和同目录说明为准；绝对路径为历史来源
A题研究/直接迭代/第九轮成果/三核扩展结果.csv,1079,逐配置/逐调用/汇总实验数据表,"case,problem,cores,method,status,effective_method,makespan,logical_calls,new_calls,elapsed_seconds,stop_reason,failed_calls,timeout_calls,generation_errors,summary_path,error",附录D：研究过程与追溯,按表头及同目录报告识别样本、单位、版本，保留失败
A题研究/直接迭代/第九轮成果/主要批次成本.csv,1227,逐配置/逐调用/汇总实验数据表,"batch,source,configurations,logical_calls,new_official_calls,wall_seconds,scope",附录D：研究过程与追溯,按表头及同目录报告识别样本、单位、版本，保留失败
A题研究/直接迭代/第九轮成果/全部成绩.csv,629312,逐配置/逐调用/汇总实验数据表,"case,problem,cores,before,after,before_copy_bytes,after_copy_bytes,reduction_pct,original_singlecore,plan,official_record,official_result",附录D：研究过程与追溯,按表头及同目录报告识别样本、单位、版本，保留失败
A题研究/直接迭代/第九轮成果/各核数汇总.csv,808,逐配置/逐调用/汇总实验数据表,"problem,cores,cases,before_mean_speedup,after_mean_speedup,mean_paired_time_reduction_pct,strict_time_improved",附录D：研究过程与追溯,按表头及同目录报告识别样本、单位、版本，保留失败
A题研究/直接迭代/第九轮成果/场景互用批次记录.json,3275,实验协议、方案或结构化结果记录,,附录D：研究过程与追溯,以实际字段和同目录说明为准；绝对路径为历史来源
A题研究/直接迭代/第九轮成果/场景互用结果.csv,838,逐配置/逐调用/汇总实验数据表,"case,problem,num_cores,status,before,after,accepted,new_coverage,logical_calls,new_calls,elapsed_seconds",附录D：研究过程与追溯,按表头及同目录报告识别样本、单位、版本，保留失败
A题研究/直接迭代/第九轮成果/场景互用选择.json,837,实验协议、方案或结构化结果记录,,附录D：研究过程与追溯,以实际字段和同目录说明为准；绝对路径为历史来源
A题研究/直接迭代/第九轮成果/完整冷启动批次记录.json,3651,实验协议、方案或结构化结果记录,,附录D：研究过程与追溯,以实际字段和同目录说明为准；绝对路径为历史来源
A题研究/直接迭代/第九轮成果/完整冷启动结果.csv,1531,逐配置/逐调用/汇总实验数据表,"case,problem,cores,method,status,effective_method,makespan,logical_calls,new_calls,elapsed_seconds,stop_reason,failed_calls,timeout_calls,generation_errors,summary_path,error",附录D：研究过程与追溯,按表头及同目录报告识别样本、单位、版本，保留失败
A题研究/直接迭代/第九轮成果/实验选择.json,1790,实验协议、方案或结构化结果记录,,附录D：研究过程与追溯,以实际字段和同目录说明为准；绝对路径为历史来源
A题研究/直接迭代/第九轮成果/开发前诊断.csv,18770,逐配置/逐调用/汇总实验数据表,"case,p,method,call,name,cycles,accepted,m,v,overlap,overlap_room,outside_mv,copy,cache_hits",附录D：研究过程与追溯,按表头及同目录报告识别样本、单位、版本，保留失败
A题研究/直接迭代/第九轮成果/开发组批次记录.json,27898,实验协议、方案或结构化结果记录,,附录D：研究过程与追溯,以实际字段和同目录说明为准；绝对路径为历史来源
A题研究/直接迭代/第九轮成果/开发组结果.csv,10573,逐配置/逐调用/汇总实验数据表,"case,problem,cores,method,status,effective_method,makespan,logical_calls,new_calls,elapsed_seconds,stop_reason,failed_calls,timeout_calls,generation_errors,summary_path,error",附录D：研究过程与追溯,按表头及同目录报告识别样本、单位、版本，保留失败
A题研究/直接迭代/第九轮成果/改善清单.csv,6740,逐配置/逐调用/汇总实验数据表,"case,problem,cores,before,after,before_copy_bytes,after_copy_bytes,reduction_pct,original_singlecore,plan,official_record,official_result",附录D：研究过程与追溯,按表头及同目录报告识别样本、单位、版本，保留失败
A题研究/直接迭代/第九轮成果/新验证组批次记录.json,41674,实验协议、方案或结构化结果记录,,附录D：研究过程与追溯,以实际字段和同目录说明为准；绝对路径为历史来源
A题研究/直接迭代/第九轮成果/新验证组结果.csv,15661,逐配置/逐调用/汇总实验数据表,"case,problem,cores,method,status,effective_method,makespan,logical_calls,new_calls,elapsed_seconds,stop_reason,failed_calls,timeout_calls,generation_errors,summary_path,error",附录D：研究过程与追溯,按表头及同目录报告识别样本、单位、版本，保留失败
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_001_multicore_res.json,4766,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_002_multicore_res.json,15343,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_003_multicore_res.json,126964,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_004_multicore_res.json,6172,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_005_multicore_res.json,36046,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_006_multicore_res.json,5709,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_007_multicore_res.json,34056,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_008_multicore_res.json,7088,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_009_multicore_res.json,50070,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_010_multicore_res.json,5612,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_011_multicore_res.json,5549,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_012_multicore_res.json,8391,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_013_multicore_res.json,17031,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_014_multicore_res.json,372840,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_015_multicore_res.json,8737,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_016_multicore_res.json,176731,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_017_multicore_res.json,12011,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_018_multicore_res.json,24272,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_019_multicore_res.json,5431,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_020_multicore_res.json,62068,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_021_multicore_res.json,34782,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_022_multicore_res.json,11768,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_023_multicore_res.json,8626,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_024_multicore_res.json,52612,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_025_multicore_res.json,185446,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_026_multicore_res.json,5350,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_027_multicore_res.json,12224,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_028_multicore_res.json,194429,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_029_multicore_res.json,6873,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_030_multicore_res.json,90783,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_031_multicore_res.json,54647,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_032_multicore_res.json,7081,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_033_multicore_res.json,30848,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_034_multicore_res.json,33433,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_035_multicore_res.json,34265,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_036_multicore_res.json,20822,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_037_multicore_res.json,6285,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_038_multicore_res.json,52484,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_039_multicore_res.json,46952,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_040_multicore_res.json,27482,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_041_multicore_res.json,163389,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_042_multicore_res.json,42026,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_043_multicore_res.json,83049,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_044_multicore_res.json,11334,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_045_multicore_res.json,13845,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_046_multicore_res.json,7984,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_047_multicore_res.json,129841,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_048_multicore_res.json,14622,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_049_multicore_res.json,38311,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_050_multicore_res.json,40587,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_051_multicore_res.json,11715,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_052_multicore_res.json,8683,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_053_multicore_res.json,107988,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_054_multicore_res.json,152229,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_055_multicore_res.json,10756,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_056_multicore_res.json,68127,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_057_multicore_res.json,7409,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_058_multicore_res.json,163716,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_059_multicore_res.json,24170,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_060_multicore_res.json,46569,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_061_multicore_res.json,9732,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_062_multicore_res.json,196965,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_063_multicore_res.json,65414,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_064_multicore_res.json,7220,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_065_multicore_res.json,6018,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_066_multicore_res.json,52681,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_067_multicore_res.json,78308,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_068_multicore_res.json,47253,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_069_multicore_res.json,8309,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_070_multicore_res.json,10313,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_071_multicore_res.json,5909,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_072_multicore_res.json,329362,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_073_multicore_res.json,42588,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
A题研究/直接迭代/第九轮成果/方案/p1/n1/case_074_multicore_res.json,32215,该路径场景/核数/图对应的合法方案载荷,,附录A/B对应配置,需与同版本记录配对，不从文件名推成绩
